Student_ID,Student_Query,Priority
S2514,Campus map request,Low
S2515,Bonafide certificate request,Medium
S2516,Library timings inquiry,Low
S2517,Academic calendar request,Low
S2518,Elective subject change request,Medium
S2519,Hall ticket not generated before exam,High
S2520,Missed exam due to medical emergency,High
S2521,Bonafide certificate request,Medium
S2522,Academic calendar request,Low
S2523,Internship letter request,Medium
S2524,Event information query,Low
S2525,Exam result not published,High
S2526,Event information query,Low
S2527,Scholarship not credited,High
S2528,Exam result not published,High
S2529,Missed exam due to medical emergency,High
S2530,Hall ticket not generated before exam,High
S2531,Event information query,Low
S2532,Missed exam due to medical emergency,High
S2533,Internship letter request,Medium
S2534,Library timings inquiry,Low
S2535,Campus map request,Low
S2536,Library timings inquiry,Low
S2537,Missed exam due to medical emergency,High
S2538,Campus map request,Low
S2539,Campus map request,Low
S2540,Fee payment issue before deadline,High
S2541,Elective subject change request,Medium
S2542,Website navigation help,Low
S2543,Missed exam due to medical emergency,High
S2544,Website navigation help,Low
S2545,Event information query,Low
S2546,Library access issue,Medium
S2547,Website navigation help,Low
S2548,Bonafide certificate request,Medium
S2549,Exam result not published,High
S2550,Campus map request,Low
S2551,Exam result not published,High
S2552,Hall ticket not generated before exam,High
S2553,Elective subject change request,Medium
S2554,Hostel accommodation query,Medium
S2555,Academic calendar request,Low
S2556,Event information query,Low
S2557,Internship letter request,Medium
S2558,Campus map request,Low
S2559,Missed exam due to medical emergency,High
S2560,Website navigation help,Low
S2561,Library timings inquiry,Low
S2562,Elective subject change request,Medium
S2563,Bonafide certificate request,Medium
S2564,Fee payment issue before deadline,High
S2565,Academic calendar request,Low
S2566,Hostel accommodation query,Medium
S2567,Elective subject change request,Medium
S2568,Event information query,Low
S2569,Internship letter request,Medium
S2570,Hall ticket not generated before exam,High
S2571,Missed exam due to medical emergency,High
S2572,Academic calendar request,Low
S2573,Campus map request,Low
S2574,Scholarship not credited,High
S2575,Academic calendar request,Low
S2576,Bonafide certificate request,Medium
S2577,Hall ticket not generated before exam,High
S2578,Library access issue,Medium
S2579,Elective subject change request,Medium
S2580,Hall ticket not generated before exam,High
S2581,Missed exam due to medical emergency,High
S2582,Event information query,Low
S2583,Hall ticket not generated before exam,High
S2584,Bonafide certificate request,Medium
S2585,Scholarship not credited,High
S2586,Missed exam due to medical emergency,High
S2587,Elective subject change request,Medium
S2588,Hostel accommodation query,Medium
S2589,Website navigation help,Low
S2590,Exam result not published,High
S2591,Bonafide certificate request,Medium
S2592,Hall ticket not generated before exam,High
S2593,Hall ticket not generated before exam,High
S2594,Library access issue,Medium
S2595,Event information query,Low
S2596,Library access issue,Medium
S2597,Campus map request,Low
S2598,Scholarship not credited,High
S2599,Library access issue,Medium
S2600,Hall ticket not generated before exam,High
S2601,Website navigation help,Low
S2602,Missed exam due to medical emergency,High
S2603,Campus map request,Low
S2604,Hostel accommodation query,Medium
S2605,Scholarship not credited,High
S2606,Fee payment issue before deadline,High
S2607,Scholarship not credited,High
S2608,Library timings inquiry,Low
S2609,Internship letter request,Medium
S2610,Event information query,Low
S2611,Event information query,Low
S2612,Elective subject change request,Medium
S2613,Missed exam due to medical emergency,High
S2614,Library timings inquiry,Low
S2615,Website navigation help,Low
S2616,Elective subject change request,Medium
S2617,Bonafide certificate request,Medium
S2618,Elective subject change request,Medium
S2619,Fee payment issue before deadline,High
S2620,Scholarship not credited,High
S2621,Hall ticket not generated before exam,High
S2622,Campus map request,Low
S2623,Website navigation help,Low
S2624,Elective subject change request,Medium
S2625,Internship letter request,Medium
S2626,Event information query,Low
S2627,Library timings inquiry,Low
S2628,Library access issue,Medium
S2629,Internship letter request,Medium
S2630,Website navigation help,Low
S2631,Event information query,Low
S2632,Event information query,Low
S2633,Library access issue,Medium
S2634,Missed exam due to medical emergency,High
S2635,Bonafide certificate request,Medium
S2636,Missed exam due to medical emergency,High
S2637,Scholarship not credited,High
S2638,Fee payment issue before deadline,High
S2639,Hostel accommodation query,Medium
S2640,Scholarship not credited,High
S2641,Bonafide certificate request,Medium
S2642,Campus map request,Low
S2643,Scholarship not credited,High
S2644,Library timings inquiry,Low
S2645,Library access issue,Medium
S2646,Hall ticket not generated before exam,High
S2647,Library timings inquiry,Low
S2648,Elective subject change request,Medium
S2649,Event information query,Low
S2650,Hall ticket not generated before exam,High
S2651,Library timings inquiry,Low
S2652,Campus map request,Low
S2653,Exam result not published,High
S2654,Internship letter request,Medium
S2655,Library timings inquiry,Low
S2656,Fee payment issue before deadline,High
S2657,Hostel accommodation query,Medium
S2658,Scholarship not credited,High
S2659,Campus map request,Low
S2660,Hostel accommodation query,Medium
S2661,Library timings inquiry,Low
S2662,Campus map request,Low
S2663,Website navigation help,Low
S2664,Internship letter request,Medium
S2665,Elective subject change request,Medium
S2666,Hostel accommodation query,Medium
S2667,Academic calendar request,Low
S2668,Campus map request,Low
S2669,Internship letter request,Medium
S2670,Website navigation help,Low
S2671,Hall ticket not generated before exam,High
S2672,Library access issue,Medium
S2673,Campus map request,Low
S2674,Library access issue,Medium
S2675,Bonafide certificate request,Medium
S2676,Hall ticket not generated before exam,High
S2677,Scholarship not credited,High
S2678,Missed exam due to medical emergency,High
S2679,Academic calendar request,Low
S2680,Academic calendar request,Low
S2681,Missed exam due to medical emergency,High
S2682,Academic calendar request,Low
S2683,Library timings inquiry,Low
S2684,Event information query,Low
S2685,Exam result not published,High
S2686,Internship letter request,Medium
S2687,Library timings inquiry,Low
S2688,Missed exam due to medical emergency,High
S2689,Campus map request,Low
S2690,Elective subject change request,Medium
S2691,Scholarship not credited,High
S2692,Internship letter request,Medium
S2693,Campus map request,Low
S2694,Website navigation help,Low
S2695,Campus map request,Low
S2696,Academic calendar request,Low
S2697,Library access issue,Medium
S2698,Hostel accommodation query,Medium
S2699,Exam result not published,High
S2700,Hostel accommodation query,Medium
S2701,Scholarship not credited,High
S2702,Hostel accommodation query,Medium
S2703,Academic calendar request,Low
S2704,Library timings inquiry,Low
S2705,Scholarship not credited,High
S2706,Website navigation help,Low
S2707,Campus map request,Low
S2708,Fee payment issue before deadline,High
S2709,Exam result not published,High
S2710,Bonafide certificate request,Medium
S2711,Elective subject change request,Medium
S2712,Missed exam due to medical emergency,High
S2713,Academic calendar request,Low
S2714,Library access issue,Medium
S2715,Elective subject change request,Medium
S2716,Fee payment issue before deadline,High
S2717,Exam result not published,High
S2718,Website navigation help,Low
S2719,Event information query,Low
S2720,Scholarship not credited,High
S2721,Scholarship not credited,High
S2722,Fee payment issue before deadline,High
S2723,Hall ticket not generated before exam,High
S2724,Library access issue,Medium
S2725,Hall ticket not generated before exam,High
S2726,Event information query,Low
S2727,Academic calendar request,Low
S2728,Academic calendar request,Low
S2729,Scholarship not credited,High
S2730,Event information query,Low
S2731,Fee payment issue before deadline,High
S2732,Event information query,Low
S2733,Campus map request,Low
S2734,Exam result not published,High
S2735,Campus map request,Low
S2736,Fee payment issue before deadline,High
S2737,Academic calendar request,Low
S2738,Website navigation help,Low
S2739,Missed exam due to medical emergency,High
S2740,Missed exam due to medical emergency,High
S2741,Missed exam due to medical emergency,High
S2742,Event information query,Low
S2743,Elective subject change request,Medium
S2744,Hostel accommodation query,Medium
S2745,Library timings inquiry,Low
S2746,Library access issue,Medium
S2747,Bonafide certificate request,Medium
S2748,Elective subject change request,Medium
S2749,Missed exam due to medical emergency,High
S2750,Hostel accommodation query,Medium
S2751,Website navigation help,Low
S2752,Missed exam due to medical emergency,High
S2753,Event information query,Low
S2754,Bonafide certificate request,Medium
S2755,Missed exam due to medical emergency,High
S2756,Internship letter request,Medium
S2757,Campus map request,Low
S2758,Missed exam due to medical emergency,High
S2759,Missed exam due to medical emergency,High
S2760,Internship letter request,Medium
S2761,Hall ticket not generated before exam,High
S2762,Library access issue,Medium
S2763,Event information query,Low
S2764,Elective subject change request,Medium
S2765,Library access issue,Medium
S2766,Event information query,Low
S2767,Library timings inquiry,Low
S2768,Elective subject change request,Medium
S2769,Internship letter request,Medium
S2770,Scholarship not credited,High
S2771,Event information query,Low
S2772,Internship letter request,Medium
S2773,Bonafide certificate request,Medium
S2774,Academic calendar request,Low
S2775,Elective subject change request,Medium
S2776,Internship letter request,Medium
S2777,Fee payment issue before deadline,High
S2778,Internship letter request,Medium
S2779,Library access issue,Medium
S2780,Internship letter request,Medium
S2781,Website navigation help,Low
S2782,Elective subject change request,Medium
S2783,Bonafide certificate request,Medium
S2784,Campus map request,Low
S2785,Website navigation help,Low
S2786,Library access issue,Medium
S2787,Academic calendar request,Low
S2788,Academic calendar request,Low
S2789,Missed exam due to medical emergency,High
S2790,Library access issue,Medium
S2791,Campus map request,Low
S2792,Event information query,Low
S2793,Missed exam due to medical emergency,High
S2794,Internship letter request,Medium
S2795,Website navigation help,Low
S2796,Internship letter request,Medium
S2797,Event information query,Low
S2798,Elective subject change request,Medium
S2799,Internship letter request,Medium
S2800,Library timings inquiry,Low
S2801,Scholarship not credited,High
S2802,Fee payment issue before deadline,High
S2803,Website navigation help,Low
S2804,Scholarship not credited,High
S2805,Elective subject change request,Medium
S2806,Exam result not published,High
S2807,Elective subject change request,Medium
S2808,Academic calendar request,Low
S2809,Elective subject change request,Medium
S2810,Missed exam due to medical emergency,High
S2811,Hostel accommodation query,Medium
S2812,Missed exam due to medical emergency,High
S2813,Bonafide certificate request,Medium
S2814,Hostel accommodation query,Medium
S2815,Elective subject change request,Medium
S2816,Scholarship not credited,High
S2817,Bonafide certificate request,Medium
S2818,Hall ticket not generated before exam,High
S2819,Hostel accommodation query,Medium
S2820,Website navigation help,Low
S2821,Internship letter request,Medium
S2822,Hall ticket not generated before exam,High
S2823,Elective subject change request,Medium
S2824,Hostel accommodation query,Medium
S2825,Academic calendar request,Low
S2826,Library access issue,Medium
S2827,Missed exam due to medical emergency,High
S2828,Website navigation help,Low
S2829,Elective subject change request,Medium
S2830,Hostel accommodation query,Medium
S2831,Internship letter request,Medium
S2832,Elective subject change request,Medium
S2833,Campus map request,Low
S2834,Academic calendar request,Low
S2835,Hostel accommodation query,Medium
S2836,Hall ticket not generated before exam,High
S2837,Library access issue,Medium
S2838,Library timings inquiry,Low
S2839,Hostel accommodation query,Medium
S2840,Library timings inquiry,Low
S2841,Bonafide certificate request,Medium
S2842,Elective subject change request,Medium
S2843,Missed exam due to medical emergency,High
S2844,Bonafide certificate request,Medium
S2845,Scholarship not credited,High
S2846,Scholarship not credited,High
S2847,Exam result not published,High
S2848,Library timings inquiry,Low
S2849,Event information query,Low
S2850,Bonafide certificate request,Medium
S2851,Scholarship not credited,High
S2852,Website navigation help,Low
S2853,Bonafide certificate request,Medium
S2854,Hall ticket not generated before exam,High
S2855,Academic calendar request,Low
S2856,Internship letter request,Medium
S2857,Bonafide certificate request,Medium
S2858,Bonafide certificate request,Medium
S2859,Website navigation help,Low
S2860,Campus map request,Low
S2861,Bonafide certificate request,Medium
S2862,Event information query,Low
S2863,Website navigation help,Low
S2864,Fee payment issue before deadline,High
S2865,Fee payment issue before deadline,High
S2866,Elective subject change request,Medium
S2867,Fee payment issue before deadline,High
S2868,Library access issue,Medium
S2869,Elective subject change request,Medium
S2870,Library timings inquiry,Low
S2871,Website navigation help,Low
S2872,Bonafide certificate request,Medium
S2873,Elective subject change request,Medium
S2874,Missed exam due to medical emergency,High
S2875,Event information query,Low
S2876,Elective subject change request,Medium
S2877,Internship letter request,Medium
S2878,Internship letter request,Medium
S2879,Internship letter request,Medium
S2880,Hall ticket not generated before exam,High
S2881,Exam result not published,High
S2882,Missed exam due to medical emergency,High
S2883,Missed exam due to medical emergency,High
S2884,Library access issue,Medium
S2885,Campus map request,Low
S2886,Library timings inquiry,Low
S2887,Missed exam due to medical emergency,High
S2888,Internship letter request,Medium
S2889,Scholarship not credited,High
S2890,Missed exam due to medical emergency,High
S2891,Academic calendar request,Low
S2892,Website navigation help,Low
S2893,Missed exam due to medical emergency,High
S2894,Website navigation help,Low
S2895,Website navigation help,Low
S2896,Fee payment issue before deadline,High
S2897,Event information query,Low
S2898,Scholarship not credited,High
S2899,Academic calendar request,Low
S2900,Fee payment issue before deadline,High
S2901,Missed exam due to medical emergency,High
S2902,Elective subject change request,Medium
S2903,Hall ticket not generated before exam,High
S2904,Exam result not published,High
S2905,Scholarship not credited,High
S2906,Campus map request,Low
S2907,Fee payment issue before deadline,High
S2908,Website navigation help,Low
S2909,Exam result not published,High
S2910,Hall ticket not generated before exam,High
S2911,Library access issue,Medium
S2912,Academic calendar request,Low
S2913,Hostel accommodation query,Medium
S2914,Library timings inquiry,Low
S2915,Internship letter request,Medium
S2916,Academic calendar request,Low
S2917,Exam result not published,High
S2918,Academic calendar request,Low
S2919,Library timings inquiry,Low
S2920,Campus map request,Low
S2921,Elective subject change request,Medium
S2922,Hall ticket not generated before exam,High
S2923,Event information query,Low
S2924,Library access issue,Medium
S2925,Library timings inquiry,Low
S2926,Hall ticket not generated before exam,High
S2927,Campus map request,Low
S2928,Hostel accommodation query,Medium
S2929,Exam result not published,High
S2930,Hostel accommodation query,Medium
S2931,Hostel accommodation query,Medium
S2932,Fee payment issue before deadline,High
S2933,Scholarship not credited,High
S2934,Library timings inquiry,Low
S2935,Campus map request,Low
S2936,Internship letter request,Medium
S2937,Missed exam due to medical emergency,High
S2938,Internship letter request,Medium
S2939,Bonafide certificate request,Medium
S2940,Library access issue,Medium
S2941,Campus map request,Low
S2942,Library access issue,Medium
S2943,Hall ticket not generated before exam,High
S2944,Fee payment issue before deadline,High
S2945,Fee payment issue before deadline,High
S2946,Fee payment issue before deadline,High
S2947,Missed exam due to medical emergency,High
S2948,Internship letter request,Medium
S2949,Library timings inquiry,Low
S2950,Exam result not published,High
S2951,Missed exam due to medical emergency,High
S2952,Hall ticket not generated before exam,High
S2953,Hostel accommodation query,Medium
S2954,Internship letter request,Medium
S2955,Scholarship not credited,High
S2956,Academic calendar request,Low
S2957,Internship letter request,Medium
S2958,Library timings inquiry,Low
S2959,Exam result not published,High
S2960,Campus map request,Low
S2961,Bonafide certificate request,Medium
S2962,Website navigation help,Low
S2963,Bonafide certificate request,Medium
S2964,Library timings inquiry,Low
S2965,Elective subject change request,Medium
S2966,Event information query,Low
S2967,Library access issue,Medium
S2968,Elective subject change request,Medium
S2969,Elective subject change request,Medium
S2970,Hall ticket not generated before exam,High
S2971,Hostel accommodation query,Medium
S2972,Event information query,Low
S2973,Hall ticket not generated before exam,High
S2974,Missed exam due to medical emergency,High
S2975,Scholarship not credited,High
S2976,Elective subject change request,Medium
S2977,Fee payment issue before deadline,High
S2978,Academic calendar request,Low
S2979,Hall ticket not generated before exam,High
S2980,Bonafide certificate request,Medium
S2981,Event information query,Low
S2982,Hall ticket not generated before exam,High
S2983,Library timings inquiry,Low
S2984,Hall ticket not generated before exam,High
S2985,Internship letter request,Medium
S2986,Bonafide certificate request,Medium
S2987,Hostel accommodation query,Medium
S2988,Event information query,Low
S2989,Campus map request,Low
S2990,Hostel accommodation query,Medium
S2991,Academic calendar request,Low
S2992,Library timings inquiry,Low
S2993,Hostel accommodation query,Medium
S2994,Campus map request,Low
S2995,Fee payment issue before deadline,High
S2996,Hall ticket not generated before exam,High
S2997,Library timings inquiry,Low
S2998,Campus map request,Low
S2999,Bonafide certificate request,Medium
S3000,Missed exam due to medical emergency,High
S3001,Fee payment issue before deadline,High
S3002,Academic calendar request,Low
S3003,Campus map request,Low
S3004,Fee payment issue before deadline,High
S3005,Bonafide certificate request,Medium
S3006,Fee payment issue before deadline,High
S3007,Website navigation help,Low
S3008,Academic calendar request,Low
S3009,Campus map request,Low
S3010,Hostel accommodation query,Medium
S3011,Fee payment issue before deadline,High
S3012,Exam result not published,High
S3013,Missed exam due to medical emergency,High
S3014,Scholarship not credited,High
S3015,Event information query,Low
S3016,Elective subject change request,Medium
S3017,Exam result not published,High
S3018,Bonafide certificate request,Medium
S3019,Hall ticket not generated before exam,High
S3020,Elective subject change request,Medium
S3021,Hall ticket not generated before exam,High
S3022,Library timings inquiry,Low
S3023,Website navigation help,Low
S3024,Fee payment issue before deadline,High
S3025,Website navigation help,Low
S3026,Event information query,Low
S3027,Academic calendar request,Low
S3028,Scholarship not credited,High
S3029,Bonafide certificate request,Medium
S3030,Academic calendar request,Low
S3031,Missed exam due to medical emergency,High
S3032,Event information query,Low
S3033,Bonafide certificate request,Medium
S3034,Hostel accommodation query,Medium
S3035,Hostel accommodation query,Medium
S3036,Campus map request,Low
S3037,Hall ticket not generated before exam,High
S3038,Event information query,Low
S3039,Internship letter request,Medium
S3040,Scholarship not credited,High
S3041,Campus map request,Low
S3042,Scholarship not credited,High
S3043,Academic calendar request,Low
S3044,Library timings inquiry,Low
S3045,Library access issue,Medium
S3046,Scholarship not credited,High
S3047,Bonafide certificate request,Medium
S3048,Missed exam due to medical emergency,High
S3049,Fee payment issue before deadline,High
S3050,Library timings inquiry,Low
S3051,Campus map request,Low
S3052,Hostel accommodation query,Medium
S3053,Elective subject change request,Medium
S3054,Campus map request,Low
S3055,Academic calendar request,Low
S3056,Library access issue,Medium
S3057,Exam result not published,High
S3058,Internship letter request,Medium
S3059,Bonafide certificate request,Medium
S3060,Hall ticket not generated before exam,High
S3061,Website navigation help,Low
S3062,Academic calendar request,Low
S3063,Exam result not published,High
S3064,Hostel accommodation query,Medium
S3065,Library access issue,Medium
S3066,Bonafide certificate request,Medium
S3067,Scholarship not credited,High
S3068,Academic calendar request,Low
S3069,Fee payment issue before deadline,High
S3070,Fee payment issue before deadline,High
S3071,Event information query,Low
S3072,Scholarship not credited,High
S3073,Internship letter request,Medium
S3074,Academic calendar request,Low
S3075,Fee payment issue before deadline,High
S3076,Event information query,Low
S3077,Website navigation help,Low
S3078,Exam result not published,High
S3079,Internship letter request,Medium
S3080,Missed exam due to medical emergency,High
S3081,Hostel accommodation query,Medium
S3082,Hostel accommodation query,Medium
S3083,Library timings inquiry,Low
S3084,Internship letter request,Medium
S3085,Campus map request,Low
S3086,Internship letter request,Medium
S3087,Bonafide certificate request,Medium
S3088,Internship letter request,Medium
S3089,Hostel accommodation query,Medium
S3090,Hall ticket not generated before exam,High
S3091,Library timings inquiry,Low
S3092,Scholarship not credited,High
S3093,Library access issue,Medium
S3094,Hostel accommodation query,Medium
S3095,Campus map request,Low
S3096,Fee payment issue before deadline,High
S3097,Library timings inquiry,Low
S3098,Hall ticket not generated before exam,High
S3099,Hall ticket not generated before exam,High
S3100,Event information query,Low
S3101,Campus map request,Low
S3102,Website navigation help,Low
S3103,Fee payment issue before deadline,High
S3104,Website navigation help,Low
S3105,Hall ticket not generated before exam,High
S3106,Elective subject change request,Medium
S3107,Elective subject change request,Medium
S3108,Library access issue,Medium
S3109,Library access issue,Medium
S3110,Academic calendar request,Low
S3111,Campus map request,Low
S3112,Hall ticket not generated before exam,High
S3113,Campus map request,Low
S3114,Academic calendar request,Low
S3115,Scholarship not credited,High
S3116,Website navigation help,Low
S3117,Academic calendar request,Low
S3118,Event information query,Low
S3119,Bonafide certificate request,Medium
S3120,Library access issue,Medium
S3121,Hall ticket not generated before exam,High
S3122,Internship letter request,Medium
S3123,Exam result not published,High
S3124,Library access issue,Medium
S3125,Internship letter request,Medium
S3126,Scholarship not credited,High
S3127,Fee payment issue before deadline,High
S3128,Hall ticket not generated before exam,High
S3129,Campus map request,Low
S3130,Campus map request,Low
S3131,Elective subject change request,Medium
S3132,Internship letter request,Medium
S3133,Website navigation help,Low
S3134,Fee payment issue before deadline,High
S3135,Scholarship not credited,High
S3136,Fee payment issue before deadline,High
S3137,Hall ticket not generated before exam,High
S3138,Library timings inquiry,Low
S3139,Campus map request,Low
S3140,Elective subject change request,Medium
S3141,Campus map request,Low
S3142,Missed exam due to medical emergency,High
S3143,Hostel accommodation query,Medium
S3144,Academic calendar request,Low
S3145,Elective subject change request,Medium
S3146,Library timings inquiry,Low
S3147,Hall ticket not generated before exam,High
S3148,Academic calendar request,Low
S3149,Library access issue,Medium
S3150,Exam result not published,High
S3151,Scholarship not credited,High
S3152,Hostel accommodation query,Medium
S3153,Library access issue,Medium
S3154,Hall ticket not generated before exam,High
S3155,Exam result not published,High
S3156,Library timings inquiry,Low
S3157,Bonafide certificate request,Medium
S3158,Fee payment issue before deadline,High
S3159,Library timings inquiry,Low
S3160,Fee payment issue before deadline,High
S3161,Scholarship not credited,High
S3162,Library timings inquiry,Low
S3163,Bonafide certificate request,Medium
S3164,Hall ticket not generated before exam,High
S3165,Hostel accommodation query,Medium
S3166,Exam result not published,High
S3167,Campus map request,Low
S3168,Fee payment issue before deadline,High
S3169,Scholarship not credited,High
S3170,Event information query,Low
S3171,Event information query,Low
S3172,Bonafide certificate request,Medium
S3173,Event information query,Low
S3174,Event information query,Low
S3175,Event information query,Low
S3176,Academic calendar request,Low
S3177,Exam result not published,High
S3178,Library timings inquiry,Low
S3179,Bonafide certificate request,Medium
S3180,Hall ticket not generated before exam,High
S3181,Elective subject change request,Medium
S3182,Academic calendar request,Low
S3183,Website navigation help,Low
S3184,Exam result not published,High
S3185,Fee payment issue before deadline,High
S3186,Hall ticket not generated before exam,High
S3187,Website navigation help,Low
S3188,Hall ticket not generated before exam,High
S3189,Scholarship not credited,High
S3190,Campus map request,Low
S3191,Internship letter request,Medium
S3192,Elective subject change request,Medium
S3193,Hostel accommodation query,Medium
S3194,Hostel accommodation query,Medium
S3195,Event information query,Low
S3196,Academic calendar request,Low
S3197,Exam result not published,High
S3198,Internship letter request,Medium
S3199,Elective subject change request,Medium
S3200,Campus map request,Low
S3201,Library access issue,Medium
S3202,Academic calendar request,Low
S3203,Hall ticket not generated before exam,High
S3204,Library access issue,Medium
S3205,Elective subject change request,Medium
S3206,Academic calendar request,Low
S3207,Website navigation help,Low
S3208,Elective subject change request,Medium
S3209,Scholarship not credited,High
S3210,Scholarship not credited,High
S3211,Exam result not published,High
S3212,Fee payment issue before deadline,High
S3213,Hall ticket not generated before exam,High
S3214,Missed exam due to medical emergency,High
S3215,Academic calendar request,Low
S3216,Library access issue,Medium
S3217,Campus map request,Low
S3218,Bonafide certificate request,Medium
S3219,Library access issue,Medium
S3220,Missed exam due to medical emergency,High
S3221,Fee payment issue before deadline,High
S3222,Library timings inquiry,Low
S3223,Elective subject change request,Medium
S3224,Scholarship not credited,High
S3225,Hostel accommodation query,Medium
S3226,Academic calendar request,Low
S3227,Hall ticket not generated before exam,High
S3228,Website navigation help,Low
S3229,Hall ticket not generated before exam,High
S3230,Library access issue,Medium
S3231,Academic calendar request,Low
S3232,Internship letter request,Medium
S3233,Elective subject change request,Medium
S3234,Hostel accommodation query,Medium
S3235,Exam result not published,High
S3236,Fee payment issue before deadline,High
S3237,Library timings inquiry,Low
S3238,Library access issue,Medium
S3239,Elective subject change request,Medium
S3240,Website navigation help,Low
S3241,Elective subject change request,Medium
S3242,Library access issue,Medium
S3243,Missed exam due to medical emergency,High
S3244,Scholarship not credited,High
S3245,Hostel accommodation query,Medium
S3246,Academic calendar request,Low
S3247,Library timings inquiry,Low
S3248,Fee payment issue before deadline,High
S3249,Hostel accommodation query,Medium
S3250,Missed exam due to medical emergency,High
S3251,Campus map request,Low
S3252,Hostel accommodation query,Medium
S3253,Fee payment issue before deadline,High
S3254,Fee payment issue before deadline,High
S3255,Website navigation help,Low
S3256,Event information query,Low
S3257,Internship letter request,Medium
S3258,Elective subject change request,Medium
S3259,Fee payment issue before deadline,High
S3260,Exam result not published,High
S3261,Library access issue,Medium
S3262,Exam result not published,High
S3263,Campus map request,Low
S3264,Elective subject change request,Medium
S3265,Internship letter request,Medium
S3266,Missed exam due to medical emergency,High
S3267,Bonafide certificate request,Medium
S3268,Hall ticket not generated before exam,High
S3269,Campus map request,Low
S3270,Exam result not published,High
S3271,Internship letter request,Medium
S3272,Academic calendar request,Low
S3273,Campus map request,Low
S3274,Exam result not published,High
S3275,Website navigation help,Low
S3276,Fee payment issue before deadline,High
S3277,Missed exam due to medical emergency,High
S3278,Bonafide certificate request,Medium
S3279,Hostel accommodation query,Medium
S3280,Library timings inquiry,Low
S3281,Library access issue,Medium
S3282,Elective subject change request,Medium
S3283,Library timings inquiry,Low
S3284,Library access issue,Medium
S3285,Hall ticket not generated before exam,High
S3286,Library access issue,Medium
S3287,Academic calendar request,Low
S3288,Library timings inquiry,Low
S3289,Library timings inquiry,Low
S3290,Scholarship not credited,High
S3291,Website navigation help,Low
S3292,Hall ticket not generated before exam,High
S3293,Campus map request,Low
S3294,Campus map request,Low
S3295,Hostel accommodation query,Medium
S3296,Fee payment issue before deadline,High
S3297,Library access issue,Medium
S3298,Bonafide certificate request,Medium
S3299,Bonafide certificate request,Medium
S3300,Missed exam due to medical emergency,High
S3301,Campus map request,Low
S3302,Library timings inquiry,Low
S3303,Scholarship not credited,High
S3304,Scholarship not credited,High
S3305,Campus map request,Low
S3306,Website navigation help,Low
S3307,Hostel accommodation query,Medium
S3308,Bonafide certificate request,Medium
S3309,Academic calendar request,Low
S3310,Library access issue,Medium
S3311,Event information query,Low
S3312,Library timings inquiry,Low
S3313,Hostel accommodation query,Medium
S3314,Library timings inquiry,Low
S3315,Bonafide certificate request,Medium
S3316,Missed exam due to medical emergency,High
S3317,Hall ticket not generated before exam,High
S3318,Website navigation help,Low
S3319,Event information query,Low
S3320,Hall ticket not generated before exam,High
S3321,Library timings inquiry,Low
S3322,Bonafide certificate request,Medium
S3323,Library timings inquiry,Low
S3324,Scholarship not credited,High
S3325,Elective subject change request,Medium
S3326,Hostel accommodation query,Medium
S3327,Missed exam due to medical emergency,High
S3328,Fee payment issue before deadline,High
S3329,Event information query,Low
S3330,Elective subject change request,Medium
S3331,Fee payment issue before deadline,High
S3332,Bonafide certificate request,Medium
S3333,Hostel accommodation query,Medium
S3334,Website navigation help,Low
S3335,Scholarship not credited,High
S3336,Academic calendar request,Low
S3337,Internship letter request,Medium
S3338,Event information query,Low
S3339,Hall ticket not generated before exam,High
S3340,Library access issue,Medium
S3341,Website navigation help,Low
S3342,Hall ticket not generated before exam,High
S3343,Internship letter request,Medium
S3344,Scholarship not credited,High
S3345,Website navigation help,Low
S3346,Internship letter request,Medium
S3347,Academic calendar request,Low
S3348,Fee payment issue before deadline,High
S3349,Elective subject change request,Medium
S3350,Hall ticket not generated before exam,High
S3351,Bonafide certificate request,Medium
S3352,Internship letter request,Medium
S3353,Academic calendar request,Low
S3354,Hostel accommodation query,Medium
S3355,Fee payment issue before deadline,High
S3356,Bonafide certificate request,Medium
S3357,Elective subject change request,Medium
S3358,Campus map request,Low
S3359,Hall ticket not generated before exam,High
S3360,Library access issue,Medium
S3361,Campus map request,Low
S3362,Website navigation help,Low
S3363,Elective subject change request,Medium
S3364,Exam result not published,High
S3365,Website navigation help,Low
S3366,Event information query,Low
S3367,Academic calendar request,Low
S3368,Campus map request,Low
S3369,Scholarship not credited,High
S3370,Missed exam due to medical emergency,High
S3371,Website navigation help,Low
S3372,Bonafide certificate request,Medium
S3373,Bonafide certificate request,Medium
S3374,Library timings inquiry,Low
S3375,Website navigation help,Low
S3376,Library access issue,Medium
S3377,Missed exam due to medical emergency,High
S3378,Library timings inquiry,Low
S3379,Exam result not published,High
S3380,Library access issue,Medium
S3381,Internship letter request,Medium
S3382,Website navigation help,Low
S3383,Fee payment issue before deadline,High
S3384,Fee payment issue before deadline,High
S3385,Event information query,Low
S3386,Academic calendar request,Low
S3387,Hostel accommodation query,Medium
S3388,Exam result not published,High
S3389,Website navigation help,Low
S3390,Library access issue,Medium
S3391,Missed exam due to medical emergency,High
S3392,Library access issue,Medium
S3393,Internship letter request,Medium
S3394,Internship letter request,Medium
S3395,Hostel accommodation query,Medium
S3396,Fee payment issue before deadline,High
S3397,Fee payment issue before deadline,High
S3398,Scholarship not credited,High
S3399,Scholarship not credited,High
S3400,Scholarship not credited,High
S3401,Hall ticket not generated before exam,High
